0,	unknown_celeba/SNGAN,	celeba_ProGAN,	0.5083,	75.44
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.6687,	57.69
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.3987,	86.29
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.6463,	61.61
4,	unknown_Faces_HQ/styleGAN3_r,	real,	0.4707,	83.49
5,	unknown_Faces_HQ/styleGAN3_t,	real,	0.4896,	81.4
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.663,	57.96
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.4294,	84.9
8,	unknown_celeba/glow,	celeba_MMDGAN,	0.5068,	78.25
9,	unknown_celeba/ResFlow,	real,	0.4713,	82.98
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.5498,	73.85
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_ADM,	0.5134,	78.11
12,	unknown_celeba/Styleformer,	real,	0.3138,	96.41
13,	unknown_celeba/TransGAN,	real,	0.2909,	97.92
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.5188,	77.91
15,	unknown_ffhq/StyleSwin,	real,	0.4566,	85.17
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.4832,	83.28
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.4556,	86.08
18,	unknown_T2I/glide,	stable_diffusion_v21,	0.4082,	90.22
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.4521,	87.11
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.479,	83.94
21,	unknown_T2I/dalle_3,	stable_diffusion_v21,	0.4579,	85.7
