0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1111,	70.07
1,	unknown_celeba/AttGAN,	Faces_HQ_styleGAN,	0.1123,	70.32
2,	unknown_celeba/starGAN,	Faces_HQ_styleGAN,	0.1111,	77.02
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1111,	37.76
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1111,	61.43
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1111,	60.46
6,	unknown_celeba/DisBetaVAE,	celeba_BetaVAE,	0.8043,	17.62
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.6752,	18.91
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.1111,	66.05
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1111,	64.6
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.1111,	50.34
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_ADM,	0.1111,	48.9
12,	unknown_celeba/Styleformer,	Faces_HQ_styleGAN,	0.1113,	58.18
13,	unknown_celeba/TransGAN,	lsun_bedroom_DDPM,	0.3014,	20.83
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1111,	51.15
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1111,	64.61
16,	unknown_stable_diffusion_xl,	lsun_bedroom_ADM,	0.1119,	64.1
17,	unknown_midjourney_kaggle,	lsun_bedroom_ADM,	0.1111,	72.31
18,	unknown_T2I/glide,	lsun_bedroom_ADM,	0.1149,	56.06
19,	unknown_T2I/dalle-mini,	lsun_bedroom_ADM,	0.1111,	64.54
20,	unknown_T2I/dalle_2,	lsun_bedroom_ADM,	0.1111,	69.26
21,	unknown_T2I/dalle_3,	lsun_bedroom_ADM,	0.1111,	67.39
