0,	unknown_celeba/SNGAN,	celeba_MMDGAN,	0.1101,	50.46
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.1221,	27.36
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.1104,	26.93
3,	unknown_Faces_HQ/styleGAN2,	celeba_MMDGAN,	0.1101,	50.49
4,	unknown_Faces_HQ/styleGAN3_r,	celeba_MMDGAN,	0.1101,	54.52
5,	unknown_Faces_HQ/styleGAN3_t,	celeba_MMDGAN,	0.1101,	57.44
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.7351,	16.86
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.7492,	16.91
8,	unknown_celeba/glow,	celeba_MMDGAN,	0.1102,	23.25
9,	unknown_celeba/ResFlow,	celeba_MMDGAN,	0.1102,	27.48
10,	unknown_lsun_bedroom/LDM,	celeba_MMDGAN,	0.1101,	66.4
11,	unknown_lsun_bedroom/PNDM,	celeba_MMDGAN,	0.1101,	60.36
12,	unknown_celeba/Styleformer,	lsun_bedroom_DDPM,	0.1186,	41.4
13,	unknown_celeba/TransGAN,	celeba_VanillaVAE,	0.6283,	17.24
14,	unknown_ffhq/gansformer,	celeba_MMDGAN,	0.1101,	48.66
15,	unknown_ffhq/StyleSwin,	celeba_MMDGAN,	0.1101,	54.25
16,	unknown_stable_diffusion_xl,	celeba_MMDGAN,	0.1135,	66.16
17,	unknown_midjourney_kaggle,	celeba_MMDGAN,	0.1101,	53.92
18,	unknown_T2I/glide,	celeba_MMDGAN,	0.1282,	63.06
19,	unknown_T2I/dalle-mini,	celeba_MMDGAN,	0.1108,	53.84
20,	unknown_T2I/dalle_2,	celeba_MMDGAN,	0.1101,	56.58
21,	unknown_T2I/dalle_3,	celeba_MMDGAN,	0.1101,	62.57
