0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1111,	66.44
1,	unknown_celeba/AttGAN,	Faces_HQ_styleGAN,	0.1128,	73.48
2,	unknown_celeba/starGAN,	Faces_HQ_styleGAN,	0.1111,	80.02
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1111,	37.96
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1111,	60.65
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1111,	59.88
6,	unknown_celeba/DisBetaVAE,	celeba_BetaVAE,	0.8162,	17.39
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.5407,	19.34
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.1111,	64.98
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1111,	63.85
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.1111,	50.2
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_ADM,	0.1111,	50.56
12,	unknown_celeba/Styleformer,	Faces_HQ_styleGAN,	0.1111,	64.01
13,	unknown_celeba/TransGAN,	lsun_bedroom_DDPM,	0.2659,	22.26
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1111,	52.4
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1111,	64.35
16,	unknown_stable_diffusion_xl,	lsun_bedroom_ADM,	0.1119,	65.05
17,	unknown_midjourney_kaggle,	lsun_bedroom_ADM,	0.1111,	72.27
18,	unknown_T2I/glide,	lsun_bedroom_ADM,	0.1139,	55.89
19,	unknown_T2I/dalle-mini,	lsun_bedroom_ADM,	0.1111,	64.5
20,	unknown_T2I/dalle_2,	lsun_bedroom_ADM,	0.1111,	70.95
21,	unknown_T2I/dalle_3,	lsun_bedroom_ADM,	0.1111,	68.15
