0,	unknown_celeba/SNGAN,	celeba_ProGAN,	0.7206,	56.1
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.6137,	70.34
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.6342,	67.77
3,	unknown_Faces_HQ/styleGAN2,	real,	0.4879,	85.84
4,	unknown_Faces_HQ/styleGAN3_r,	real,	0.4814,	86.02
5,	unknown_Faces_HQ/styleGAN3_t,	real,	0.4863,	85.61
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.5778,	75.0
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.4905,	85.8
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.5014,	84.16
9,	unknown_celeba/ResFlow,	real,	0.4669,	88.1
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.6381,	66.72
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_DDPM,	0.5535,	77.37
12,	unknown_celeba/Styleformer,	lsun_bedroom_DDPM,	0.4783,	84.55
13,	unknown_celeba/TransGAN,	celeba_ProGAN,	0.6667,	63.83
14,	unknown_ffhq/gansformer,	real,	0.4826,	86.21
15,	unknown_ffhq/StyleSwin,	real,	0.474,	86.75
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.5079,	83.16
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.537,	79.54
18,	unknown_T2I/glide,	stable_diffusion_v15,	0.4364,	89.64
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.5366,	79.59
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.5422,	79.21
21,	unknown_T2I/dalle_3,	stable_diffusion_v15,	0.4956,	84.02
