0,	unknown_celeba/SNGAN,	celeba_ProGAN,	0.7122,	55.71
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.5978,	70.91
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.6356,	66.14
3,	unknown_Faces_HQ/styleGAN2,	real,	0.4865,	85.3
4,	unknown_Faces_HQ/styleGAN3_r,	real,	0.4857,	84.74
5,	unknown_Faces_HQ/styleGAN3_t,	real,	0.4898,	84.33
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.7316,	52.6
7,	unknown_celeba/InfoVAE,	celeba_VanillaVAE,	0.5059,	83.48
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.5003,	83.58
9,	unknown_celeba/ResFlow,	real,	0.4737,	86.74
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.6118,	68.99
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_DDPM,	0.5789,	72.9
12,	unknown_celeba/Styleformer,	lsun_bedroom_DDPM,	0.4525,	86.24
13,	unknown_celeba/TransGAN,	celeba_ProGAN,	0.6008,	70.79
14,	unknown_ffhq/gansformer,	real,	0.4853,	85.15
15,	unknown_ffhq/StyleSwin,	real,	0.4762,	85.88
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.4898,	84.37
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.5285,	79.56
18,	unknown_T2I/glide,	stable_diffusion_v21,	0.426,	90.21
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.5233,	80.23
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.5292,	79.73
21,	unknown_T2I/dalle_3,	stable_diffusion_v15,	0.4832,	84.53
