0,	unknown_celeba/SNGAN,	celeba_ProGAN,	0.7679,	40.89
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.5785,	71.48
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.6034,	68.22
3,	unknown_Faces_HQ/styleGAN2,	real,	0.4693,	86.48
4,	unknown_Faces_HQ/styleGAN3_r,	real,	0.4721,	85.53
5,	unknown_Faces_HQ/styleGAN3_t,	real,	0.4763,	85.23
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.4303,	89.15
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.3085,	98.74
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.4768,	85.45
9,	unknown_celeba/ResFlow,	real,	0.4481,	88.96
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.6042,	67.72
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_DDPM,	0.6853,	53.33
12,	unknown_celeba/Styleformer,	lsun_bedroom_DDPM,	0.4822,	82.09
13,	unknown_celeba/TransGAN,	celeba_ProGAN,	0.5805,	71.26
14,	unknown_ffhq/gansformer,	real,	0.473,	85.79
15,	unknown_ffhq/StyleSwin,	real,	0.4674,	86.13
16,	unknown_stable_diffusion_xl,	stable_diffusion_v15,	0.4805,	84.48
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.5135,	80.22
18,	unknown_T2I/glide,	lsun_bedroom_DDPM,	0.4296,	88.89
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.5077,	80.96
20,	unknown_T2I/dalle_2,	stable_diffusion_v15,	0.5355,	77.72
21,	unknown_T2I/dalle_3,	stable_diffusion_v15,	0.4658,	85.47
