0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1111,	65.73
1,	unknown_celeba/AttGAN,	Faces_HQ_styleGAN,	0.1116,	75.99
2,	unknown_celeba/starGAN,	Faces_HQ_styleGAN,	0.1111,	78.82
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1111,	34.97
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1111,	59.16
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1111,	58.0
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.8035,	17.26
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.6157,	19.01
8,	unknown_celeba/glow,	Faces_HQ_styleGAN,	0.1111,	61.04
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1111,	61.07
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_ADM,	0.1111,	53.68
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_ADM,	0.1111,	55.38
12,	unknown_celeba/Styleformer,	Faces_HQ_styleGAN,	0.1111,	71.38
13,	unknown_celeba/TransGAN,	lsun_bedroom_DDPM,	0.1932,	25.69
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1111,	49.84
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1111,	62.76
16,	unknown_stable_diffusion_xl,	lsun_bedroom_ADM,	0.1116,	66.81
17,	unknown_midjourney_kaggle,	lsun_bedroom_ADM,	0.1111,	71.81
18,	unknown_T2I/glide,	lsun_bedroom_ADM,	0.1122,	60.03
19,	unknown_T2I/dalle-mini,	lsun_bedroom_ADM,	0.1111,	65.37
20,	unknown_T2I/dalle_2,	lsun_bedroom_ADM,	0.1111,	70.53
21,	unknown_T2I/dalle_3,	lsun_bedroom_ADM,	0.1111,	68.03
