0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1111,	70.39
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.1134,	58.52
2,	unknown_celeba/starGAN,	Faces_HQ_styleGAN,	0.1111,	67.28
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1111,	42.67
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1111,	58.31
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1111,	58.17
6,	unknown_celeba/DisBetaVAE,	celeba_BetaVAE,	0.7772,	17.29
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.6495,	18.35
8,	unknown_celeba/glow,	Faces_HQ_ProGAN,	0.1111,	59.06
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1111,	48.91
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_DDPM,	0.1111,	54.02
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_DDPM,	0.1111,	53.58
12,	unknown_celeba/Styleformer,	celeba_ProGAN,	0.1115,	33.17
13,	unknown_celeba/TransGAN,	lsun_bedroom_DDPM,	0.2578,	18.44
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1111,	49.39
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1111,	59.48
16,	unknown_stable_diffusion_xl,	lsun_bedroom_DDPM,	0.1126,	63.82
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.1111,	67.31
18,	unknown_T2I/glide,	lsun_bedroom_DDPM,	0.1146,	46.08
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.1111,	63.55
20,	unknown_T2I/dalle_2,	lsun_bedroom_DDPM,	0.1111,	59.93
21,	unknown_T2I/dalle_3,	stable_diffusion_v21,	0.1111,	63.43
