0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1111,	70.66
1,	unknown_celeba/AttGAN,	lsun_bedroom_DDPM,	0.1179,	44.02
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.1111,	65.71
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1111,	52.97
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1111,	64.33
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1111,	64.61
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.7718,	16.96
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.6819,	17.95
8,	unknown_celeba/glow,	real,	0.1111,	62.25
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1111,	64.11
10,	unknown_lsun_bedroom/LDM,	lsun_bedroom_DDPM,	0.1111,	52.82
11,	unknown_lsun_bedroom/PNDM,	lsun_bedroom_DDPM,	0.1111,	53.94
12,	unknown_celeba/Styleformer,	lsun_bedroom_DDPM,	0.1116,	30.75
13,	unknown_celeba/TransGAN,	celeba_VanillaVAE,	0.3608,	18.21
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1111,	61.81
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1111,	65.35
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.1135,	62.13
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.1111,	63.52
18,	unknown_T2I/glide,	lsun_bedroom_DDPM,	0.1193,	39.19
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.1111,	57.28
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.1111,	57.91
21,	unknown_T2I/dalle_3,	stable_diffusion_v21,	0.1111,	59.7
