0,	unknown_celeba/SNGAN,	celeba_MMDGAN,	0.1106,	55.13
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.1155,	33.23
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.1106,	34.07
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1106,	43.6
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1106,	56.92
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1106,	57.43
6,	unknown_celeba/DisBetaVAE,	celeba_VanillaVAE,	0.745,	16.78
7,	unknown_celeba/InfoVAE,	celeba_VanillaVAE,	0.6803,	17.82
8,	unknown_celeba/glow,	celeba_MMDGAN,	0.1106,	31.64
9,	unknown_celeba/ResFlow,	celeba_MMDGAN,	0.1106,	35.27
10,	unknown_lsun_bedroom/LDM,	celeba_MMDGAN,	0.1106,	75.55
11,	unknown_lsun_bedroom/PNDM,	celeba_MMDGAN,	0.1106,	73.18
12,	unknown_celeba/Styleformer,	Faces_HQ_styleGAN,	0.111,	54.34
13,	unknown_celeba/TransGAN,	celeba_VanillaVAE,	0.3054,	18.3
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1106,	48.84
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1106,	58.5
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.1121,	69.77
17,	unknown_midjourney_kaggle,	celeba_MMDGAN,	0.1106,	64.67
18,	unknown_T2I/glide,	Faces_HQ_styleGAN,	0.1163,	65.6
19,	unknown_T2I/dalle-mini,	celeba_MMDGAN,	0.1106,	64.92
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.1106,	65.76
21,	unknown_T2I/dalle_3,	stable_diffusion_v21,	0.1106,	66.16
